sentence,Unigram,Bigram,Trigram,Quadrigram,Unigram_Add1,Bigram_Add1,Trigram_Add1,Quadrigram_Add1,Unigram_AddK,Bigram_AddK,Trigram_AddK,Quadrigram_AddK,Unigram_AddToken,Bigram_AddToken,Trigram_AddToken,Quadrigram_AddToken
"गजराज वाहन में मजबूत सांकल के अलावा , नायलोन रस्सी , जाली , हाथी को काबू में करने के लिए मिर्च का स्प्रे करने ड्रम , जनरेटर , तेज प्रकाश वाली लाइटें , हूटर आदि मौजूद हैं।",-298.7698583880487,-194.62136317897077,-53.23706603824627,-26.057811690554843,-297.3320377691061,-356.6876526753622,-393.6524326473312,-408.43239438023835,-297.87229040401746,-341.4688368822652,-376.87215470366453,-392.69900357608157,-431.0612429998163,-438.6274152629764,-438.9230167553336,-438.9422207999047
जम्मू एवं कश्मीर में अलगाववादी संगठनों और आतंकवादियों को आर्थिक मदद करने के एक मामले में जम्मू एवं कश्मीर लिबरेशन फ्रंट ( जेकेएलएफ ) के अध्यक्ष यासीन मलिक को दिल्ली की एक अदालत ने 22 अप्रैल तक राष्ट्रीय जांच एजेंसी ( एनआईए ) को सौंप दिया है।सुनवाई के दौरान अतिरिक्त सत्र न्यायाधीश राकेश स्याल ने एनआईए को 12 दिनों तक मलिक से पूछताछ की अनुमति दे दी।एक अधिकारी ने कहा कि मलिक को जम्मू के कोट बालवाल जेल से दिल्ली के तिहाड़ जेल भेजे जाने के अगले दिन बुधवार को एनआईए ने उन्हें गिरफ्तार कर लिया।,-731.5295864243354,-415.86878534187986,-202.3215115899408,-75.74878061177651,-731.0024609763008,-812.8954660595306,-971.4953756704166,-1025.153760677377,-731.0206209636463,-762.6819267632255,-922.6205266139112,-982.2043735100798,-1105.810207474499,-1120.2001831795253,-1120.4222600402256,-1120.4553508587433
गली में उन्होंने अलबराकात नाम से स्कूल बनाया हुआ है।,-77.34897099776096,-48.81970302153935,-30.130062562065792,-11.860309380668053,-76.9918588255564,-88.33599472502537,-112.20546074116422,-117.94621996121404,-77.11290220708072,-83.23553858243184,-107.51148220512066,-113.52736690505876,-124.72694508084614,-126.74628588048581,-127.05618506179567,-127.06221131697238
"एलो से आंतरिक जेल को स्क्रैप करें और इसे लिप मास्क के रूप में लगाएं या इसमें थोड़ी हल्दी पाउडर मिलाएं , जो फिर से मेलेनिन अवरोधक है , और पेस्ट को अपने होंठों पर गीली उंगलियों से रगड़ें।",-328.22621305467857,-195.6580614342173,-71.97466328380804,-25.750060616266,-327.3458894442011,-377.6148895068529,-423.0669857707069,-435.19153297348,-327.7153506832472,-361.2080622309976,-406.4744307350485,-419.440858266524,-455.2768877105686,-461.93401856061433,-462.0323295873393,-462.0446853329326
बता दें कि इस पॉलिसी को लेने के लिए आपकी न्यूनतम आयु 18 वर्ष और अधिकतम उम्र सीमा 50 वर्ष होनी चाहिए।,-169.21114903426292,-95.28703193440327,-43.16494925446253,-23.769812787403673,-169.89935716963413,-185.57591209735978,-216.52611212262343,-229.2141194281501,-169.55814082234014,-173.02096898205184,-204.8117195673524,-218.79495615044485,-262.65822069360365,-265.4835456352367,-265.65593382051725,-265.6621861089196
इन दिनों पौड़ी के ग्रामीण क्षेत्रों में रामलीला की धूम मची है . पहाड़ में खेती का काम समाप्त हो जाने के बाद नवंबर - दिसंबर के महीनों में रामलीला का आयोजन किया जाता है . ग्रामीण खेत - खलिहान का काम समाप्त हो जाने के बाद ही अपने मनोरंजन के लिए रामलीला का आयोजन करते हैं .,-401.77636283485714,-257.38137396490856,-134.71332833293226,-59.94687971188771,-403.26180934527116,-459.06373282100327,-566.8535293408978,-611.9214702309952,-402.52343530399304,-429.91903284362047,-536.7589104339587,-585.0764751198227,-670.0309468866428,-680.9044995004172,-681.4830021187585,-681.5067655303084
टोक्यो पैरालंपिक में भारत के लिए शुक्रवार का दिन कुछ खास नहीं रहा है।,-95.9295367901142,-62.282476053901995,-35.83503597438885,-25.331073565558867,-96.30573600851297,-108.93576825993499,-138.3638223905742,-156.49722104080033,-96.11878226375129,-101.30121696585671,-130.31024371206968,-149.5528370789996,-169.8886077495255,-172.77585321123428,-173.2390739040329,-173.26646680198422
"मंदिर में शादी चल रही थी , लेकिन घरवालों के अलावा बहुत सारे बिन बुलाए मेहमान भी आ टपके।",-155.0298141193323,-87.12656214868127,-47.10369974908315,-22.595004609499522,-154.8214069420076,-171.21049170339745,-200.4130007222689,-209.02721622801772,-154.86849447878095,-161.68252039229094,-190.96606597883317,-200.3552881494992,-227.85128392755854,-230.97884300995923,-231.01937681014317,-231.02149271290227
कॉमेक्स पर 1190 डॉलर और 1180 डॉलर प्रति औंस अहम स्तर हैं।,-116.70741636760752,-58.60748094846248,-18.727242665129932,-14.904831818391475,-115.45460804199666,-126.48278392886756,-139.6162166079416,-142.01367882222354,-115.95839238627147,-120.9944082424938,-134.53654355951485,-137.1982654199403,-148.56125461864025,-150.038561418604,-150.16433906772147,-150.16453154707165
उत्तर रेलवे जोन की 600 में 80 से अधिक ट्रेनें सोमवार को प्रभावित हुईं।,-110.75373943828897,-73.0037922430191,-37.37981808907825,-15.32604528346778,-111.1647928404292,-132.15499413261279,-154.92354956852824,-157.95590856720955,-110.96103868951029,-124.94265710877374,-148.1672796510046,-151.86386951956874,-170.3513610242955,-173.24725985661433,-173.26418884009826,-173.2642753044932
"शिमला में भारी संख्या में सैलानियों के पहुंचने से वाहनों की तादाद कई गुणा अधिक बढ़ गई है , वहीं जगह - जगह सड़कों के किनारे वाहन खड़े किए जा रहे हैं।",-231.8087657680271,-140.2278660418092,-71.12781107119984,-36.58062565474536,-232.71366731498577,-260.7197885461718,-315.484744623574,-342.4642744583148,-232.26480293632252,-243.56576734201354,-298.738071736954,-327.77517633852244,-375.1539424354231,-380.948660461573,-381.15739741930014,-381.1831173563343
कानपुर में खुलेगा यूपी का पहला हाईटेक चाइल्ड केयर होम,-94.2507569088916,-51.8803902610434,-22.666430833630724,-12.553456561227998,-94.4075637124849,-106.24840578567586,-114.0469119978248,-114.45043407789628,-94.32914514999212,-101.40352168237087,-109.3959429936222,-109.90288507910665,-125.23750783547747,-127.05955887778646,-127.06148966448617,-127.06149927082797
